;Unnamed: 0;Brand;Model;YearMonth;cleaned_Price;Kilometer;Gear_Type;Fuel_Type;Consumption;CO2_g_km;Power_PS;Price_per_km;Fuel_Cost_per_100km;Annual_Fuel_Cost;CO2_per_year;CO2_Emission_Category;Marketplace;log_cleaned_price;log_price_per_km;log_CO2_Emission;log_CO2_per_year;car_age
3586;3586;BMW;X3;;;;Keine Information;Keine Information;5.627471446912261;;;;;;;True;Autoscout24.de;;;;;
3587;3587;Opel;Corsa;2020-11-01;11420.0;26000.0;Schaltgetriebe;Benzin;5.4;122.0;101.0;0.44;9.558000000000002;1768.94;2257.91;True;Autoscout24.de;9.343209045050608;0.3646431135879093;4.812184355372417;7.722637675036894;4.16986301369863
3588;3588;Mercedes-Benz;A 180;2021-02-01;17950.0;149443.0;Schaltgetriebe;Benzin;5.2;120.0;136.0;0.12;9.204;1703.43;2220.89;True;Autoscout24.de;9.79540110267107;0.1133286853070031;4.795790545596741;7.706113464023669;3.9178082191780823
3589;3589;BMW;X3;;;;Keine Information;Keine Information;5.627471446912261;;;;;;;True;Autoscout24.de;;;;;
3590;3590;Volvo;V60;2020-07-01;19800.0;130000.0;Automatik;Diesel;4.5;119.0;190.0;0.15;7.425;1374.18;2202.39;True;Autoscout24.de;9.893487720457795;0.1397619423751587;4.787491742782046;7.697752362455074;4.506849315068493
3591;3591;Audi;A6;2021-05-01;43930.0;66154.0;Automatik;Diesel;7.3;191.0;286.0;0.66;12.045;2229.22;3534.92;True;Autoscout24.de;10.690375500198106;0.5068176023684519;5.2574953720277815;8.17072879906721;3.673972602739726
3592;3592;Ford;Mustang;2022-01-01;39999.0;32901.0;Automatik;Benzin;8.945872467532462;;449.0;1.22;;;;True;Autoscout24.de;10.596634733096073;0.7975071958841881;;;3.0027397260273974
3593;3593;Audi;A4;2021-02-01;25900.0;28900.0;Automatik;Diesel;5.124535677316571;;163.0;0.9;;;;True;Autoscout24.de;10.16203685698089;0.6418538861723948;;;3.9178082191780823
3594;3594;Peugeot;508;2021-06-01;19990.0;29116.0;Automatik;Benzin;6.0;134.0;131.0;0.69;10.62;1965.49;2480.0;True;Autoscout24.de;9.903037451255743;0.5247285289349821;4.90527477843843;7.816416983691801;3.589041095890411
3595;3595;Volvo;XC40;2020-07-01;19990.0;85421.0;Schaltgetriebe;Benzin;6.3;142.0;163.0;0.23;11.151;2063.77;2628.06;True;Autoscout24.de;9.903037451255743;0.2070141693843261;4.962844630259907;7.874381646835373;4.506849315068493
3596;3596;Skoda;Kamiq;2021-08-01;19460.0;32800.0;Schaltgetriebe;Benzin;4.9;113.0;110.0;0.59;8.673;1605.15;2091.34;True;Autoscout24.de;9.876167741881163;0.4637340162321401;4.736198448394496;7.646038335879809;3.421917808219178
3597;3597;Seat;Tarraco;2021-08-01;21550.0;119983.0;Automatik;Diesel;4.9;128.0;150.0;0.18;8.085;1496.33;2368.95;True;Autoscout24.de;9.978177498167572;0.1655144384775733;4.859812404361672;7.770624136860217;3.421917808219178
3598;3598;Volkswagen;T-Roc;2023-04-01;19440.0;41554.0;Schaltgetriebe;Benzin;6.263211968461284;;110.0;0.47;;;;True;Autoscout24.de;9.87513951702064;0.3852624007906449;;;1.7561643835616438
3599;3599;Hyundai;i20;2023-12-01;13890.0;48028.0;Schaltgetriebe;Benzin;5.6;127.0;101.0;0.29;9.912;1834.46;2350.45;True;Autoscout24.de;9.53899642739739;0.2546422183735807;4.852030263919617;7.762787438135439;1.0876712328767124
3600;3600;Volkswagen;T-Roc;2022-10-01;19950.0;16855.0;Schaltgetriebe;Benzin;5.2;118.0;110.0;1.18;9.204;1703.43;2183.88;True;Autoscout24.de;9.901034546375062;0.7793248768009976;4.77912349311153;7.6893161861130706;2.254794520547945
3601;3601;BMW;120;2020-12-01;26390.0;39473.0;Automatik;Benzin;6.2;141.0;178.0;0.67;10.974;2031.01;2609.55;True;Autoscout24.de;10.180778321920783;0.5128236264286639;4.955827057601261;7.867316206086068;4.087671232876712
3602;3602;Seat;Leon;2021-04-01;19829.0;30915.0;Schaltgetriebe;Benzin;4.8;110.0;150.0;0.64;8.496;1572.39;2035.82;True;Autoscout24.de;9.89495122151384;0.494696241836107;4.709530201312334;7.619145047079363;3.756164383561644
3603;3603;Audi;A6;2020-11-01;25750.0;112357.0;Automatik;Diesel;4.9;128.0;204.0;0.23;8.085;1496.33;2368.95;True;Autoscout24.de;10.15622874028928;0.2070141693843261;4.859812404361672;7.770624136860217;4.16986301369863
3604;3604;Renault;Trafic;2020-12-01;11900.0;125942.0;Schaltgetriebe;Diesel;5.5;144.0;120.0;0.09;9.075;1679.55;2665.07;True;Autoscout24.de;9.38437770918244;0.0861776962410523;4.976733742420574;7.888360756958098;4.087671232876712
3605;3605;BMW;X1;2020-10-01;32449.0;49750.0;Automatik;Benzin;6.7;;192.0;0.65;11.859;2194.8;;True;Autoscout24.de;10.387455722132236;0.5007752879124893;;;4.254794520547946
3606;3606;Mercedes-Benz;CLA 180;2020-09-01;16350.0;161917.0;Automatik;Diesel;4.2;110.0;116.0;0.1;6.93;1282.57;2035.82;True;Autoscout24.de;9.702044336534586;0.0953101798043248;4.709530201312334;7.619145047079363;4.336986301369863
3607;3607;Skoda;Kodiaq;2020-11-01;25749.0;99450.0;Automatik;Diesel;4.5;145.0;150.0;0.26;7.425;1374.18;2683.58;True;Autoscout24.de;10.156189906091882;0.2311117209633866;4.983606621708336;7.895279570126359;4.16986301369863
3608;3608;Skoda;Octavia;2020-12-01;18810.0;60110.0;Schaltgetriebe;Benzin;4.8;130.0;150.0;0.31;8.496;1572.39;2405.97;True;Autoscout24.de;9.84219708409302;0.2700271372130601;4.875197323201151;7.7861239740577055;4.087671232876712
3609;3609;CUPRA;Formentor;2022-01-01;23490.0;71408.0;Automatik;Benzin;6.016477326837051;;150.0;0.33;;;;True;Autoscout24.de;10.064372648053766;0.2851789422336624;;;3.0027397260273974
3610;3610;Peugeot;2008;2020-12-01;17990.0;26585.0;Automatik;Benzin;6.11409062820157;;131.0;0.68;;;;True;Autoscout24.de;9.79762691183662;0.5187937934151675;;;4.087671232876712
3611;3611;Opel;Corsa;2021-09-01;11280.0;57000.0;Schaltgetriebe;Benzin;5.9;133.0;102.0;0.2;10.443;1932.73;2461.49;True;Autoscout24.de;9.33087517360492;0.1823215567939546;4.897839799950911;7.808928312124292;3.336986301369863
3612;3612;Volkswagen;Taigo;2022-03-01;17990.0;64405.0;Automatik;Benzin;5.9;133.0;110.0;0.28;10.443;1932.73;2461.49;True;Autoscout24.de;9.79762691183662;0.2468600779315258;4.897839799950911;7.808928312124292;2.841095890410959
3613;3613;Audi;A5;2021-11-01;28900.0;48100.0;Automatik;Benzin;5.9;134.0;150.0;0.6;10.443;1932.73;2480.0;True;Autoscout24.de;10.27163147557801;0.4700036292457356;4.90527477843843;7.816416983691801;3.16986301369863
3614;3614;Volkswagen;Golf;2020-05-01;18290.0;34100.0;Schaltgetriebe;Benzin;6.025108652831589;;131.0;0.54;;;;True;Autoscout24.de;9.814164414575924;0.4317824164255378;;;4.673972602739726
3615;3615;Volkswagen;T6.1 California;2021-02-01;49980.0;87961.0;Automatik;Diesel;5.137397538268604;;150.0;0.57;;;;True;Autoscout24.de;10.819398212191988;0.4510756193602166;;;3.9178082191780823
3616;3616;Mercedes-Benz;GLC 300;;;;Keine Information;Keine Information;5.658056101680151;;;;;;;True;Autoscout24.de;;;;;
3617;3617;Mercedes-Benz;B 250;;;;Keine Information;Keine Information;5.658056101680151;;;;;;;True;Autoscout24.de;;;;;
3618;3618;Ford;Kuga;;;;Keine Information;Keine Information;5.622549726290885;;;;;;;True;Autoscout24.de;;;;;
3619;3619;Hyundai;i30;2022-06-01;14775.0;55509.0;Schaltgetriebe;Benzin;6.0;137.0;120.0;0.27;10.62;1965.49;2535.52;True;Autoscout24.de;9.600759521879077;0.2390169004704999;4.927253685157205;7.8385483418564;2.589041095890411
3620;3620;Opel;Mokka;2021-06-01;13500.0;93377.0;Schaltgetriebe;Benzin;5.7;128.0;101.0;0.14;10.089;1867.22;2368.95;True;Autoscout24.de;9.510519035757246;0.131028262406404;4.859812404361672;7.770624136860217;3.589041095890411
3621;3621;Hyundai;TUCSON;;;;Automatik;Keine Information;5.604236135488692;;;;;;;True;Autoscout24.de;;;;;
3622;3622;Kia;XCeed;2021-04-01;19469.0;40800.0;Automatik;Benzin;6.4;139.0;160.0;0.48;11.328;2096.52;2572.54;True;Autoscout24.de;9.876630098366244;0.3920420877760237;4.941642422609304;7.853037662006795;3.756164383561644
3623;3623;Jeep;Compass;;;;Keine Information;Keine Information;5.677361619356305;;;;;;;True;Autoscout24.de;;;;;
3624;3624;Kia;Niro;2020-12-01;18900.0;35474.0;Automatik;Benzin;6.144091654387079;;141.0;0.53;;;;True;Autoscout24.de;9.846970109700957;0.4252677354043441;;;4.087671232876712
3625;3625;Opel;Corsa;2021-09-01;10950.0;35600.0;Schaltgetriebe;Benzin;5.986385904366124;;75.0;0.31;;;;True;Autoscout24.de;9.30118605527576;0.2700271372130601;;;3.336986301369863
3626;3626;Skoda;Superb;2020-07-01;16995.0;167000.0;Automatik;Diesel;3.9;102.0;150.0;0.1;6.435;1190.95;1887.76;True;Autoscout24.de;9.740733301234702;0.0953101798043248;4.634728988229636;7.543675808079882;4.506849315068493
3627;3627;Hyundai;KONA;2022-06-01;18500.0;10600.0;Schaltgetriebe;Benzin;6.1;137.0;120.0;1.75;10.797;1998.25;2535.52;True;Autoscout24.de;9.825580063659602;1.01160091167848;4.927253685157205;7.8385483418564;2.589041095890411
3628;3628;Kia;Picanto;2021-11-01;8990.0;46916.0;Schaltgetriebe;Benzin;4.9515923350626645;121.0;67.0;0.19;;;2239.4;True;Autoscout24.de;9.103979355984771;0.173953307123438;4.804021044733257;7.714409700335677;3.16986301369863
3629;3629;Ford;Tourneo Custom;2021-09-01;34990.0;33000.0;Automatik;Diesel;6.7;174.0;170.0;1.06;11.055;2046.0;3220.3;True;Autoscout24.de;10.462846164547514;0.7227059828014898;5.1647859739235145;8.07754028377083;3.336986301369863
3630;3630;BMW;M2;2020-11-01;48950.0;49435.0;Automatik;Benzin;9.2;209.0;411.0;0.99;16.284;3013.75;3868.06;True;Autoscout24.de;10.79857507675918;0.688134638736401;5.3471075307174685;8.260766862463441;4.16986301369863
3631;3631;Skoda;Octavia;2021-02-01;9900.0;211250.0;Automatik;Erdgas (CNG);5.513933168277005;;131.0;0.05;;;;True;Autoscout24.de;9.200391041122517;0.048790164169432;;;3.9178082191780823
3632;3632;BMW;X3;2020-11-01;31485.0;57733.0;Automatik;Diesel;5.16492576539431;;190.0;0.55;;;;True;Autoscout24.de;10.357298281574574;0.4382549309311553;;;4.16986301369863
3633;3633;BMW;530;;;;Keine Information;Keine Information;5.6250181135789274;;;;;;;True;Autoscout24.de;;;;;
3634;3634;Mercedes-Benz;B 250;;;;Keine Information;Keine Information;5.658056101680151;;;;;;;True;Autoscout24.de;;;;;
3635;3635;Citroen;C1;2022-01-01;9950.0;13200.0;Schaltgetriebe;Benzin;5.911412772250383;;72.0;0.75;;;;True;Autoscout24.de;9.205428327615165;0.5596157879354227;;;3.0027397260273974
3636;3636;Mercedes-Benz;GLC 300;;;;Keine Information;Keine Information;5.658056101680151;;;;;;;True;Autoscout24.de;;;;;
3637;3637;Ford;Mustang Mach-E;;;;Keine Information;Keine Information;5.626835946334459;;;;;;;True;Autoscout24.de;;;;;
3638;3638;Skoda;Kamiq;2021-01-01;21774.0;45812.0;Automatik;Benzin;5.892570972429981;;110.0;0.48;;;;True;Autoscout24.de;9.988517801720704;0.3920420877760237;;;4.002739726027397
3639;3639;Mercedes-Benz;GLC 300;;;;Keine Information;Keine Information;5.658056101680151;;;;;;;True;Autoscout24.de;;;;;
3640;3640;Volkswagen;T-Roc;2021-12-01;21990.0;37657.0;Schaltgetriebe;Benzin;6.2;141.0;150.0;0.58;10.974;2031.01;2609.55;True;Autoscout24.de;9.998388557730848;0.4574248470388754;4.955827057601261;7.867316206086068;3.0876712328767124
3641;3641;Jeep;Compass;;;;Keine Information;Keine Information;5.677361619356305;;;;;;;True;Autoscout24.de;;;;;
3642;3642;Hyundai;i30;2022-06-01;14775.0;57853.0;Schaltgetriebe;Benzin;6.0;137.0;120.0;0.26;10.62;1965.49;2535.52;True;Autoscout24.de;9.600759521879077;0.2311117209633866;4.927253685157205;7.8385483418564;2.589041095890411
3643;3643;Opel;Grandland X;;;;Keine Information;Keine Information;5.704868629938314;;;;;;;True;Autoscout24.de;;;;;
3644;3644;Volkswagen;T6.1 Caravelle;2021-07-01;28940.0;57200.0;Schaltgetriebe;Diesel;5.303445050150233;;110.0;0.51;;;;True;Autoscout24.de;10.273014553838664;0.412109650826833;;;3.506849315068493
3645;3645;Mercedes-Benz;GLB 200;2020-06-01;25950.0;121973.0;Automatik;Benzin;5.9;134.0;163.0;0.21;10.443;1932.73;2480.0;True;Autoscout24.de;10.163965423497029;0.1906203596086497;4.90527477843843;7.816416983691801;4.589041095890411
3646;3646;Opel;Corsa;2024-04-01;15980.0;4468.0;Schaltgetriebe;Benzin;6.046529188142041;;101.0;3.58;;;;True;Autoscout24.de;9.679155795585109;1.5216989981260935;;;0.7534246575342466
3647;3647;BMW;420;2020-06-01;31890.0;56978.0;Automatik;Diesel;5.170959072004342;;190.0;0.56;;;;True;Autoscout24.de;10.37007911730487;0.4446858212614457;;;4.589041095890411
3648;3648;Land Rover;Range Rover Velar;2020-05-01;35700.0;63600.0;Automatik;Diesel;8.2;169.0;241.0;0.56;13.529999999999998;2504.06;3127.76;True;Autoscout24.de;10.482933978579906;0.4446858212614457;5.135798437050262;8.04839203890548;4.673972602739726
3649;3649;Volkswagen;Polo;2022-04-01;16290.0;16668.0;Schaltgetriebe;Benzin;5.2;119.0;95.0;0.98;9.204;1703.43;2202.39;True;Autoscout24.de;9.69836808706617;0.6830968447064438;4.787491742782046;7.697752362455074;2.756164383561644
3650;3650;Hyundai;H-1;2020-05-01;28990.0;71100.0;Automatik;Diesel;10.1;265.0;170.0;0.41;16.665;3084.27;4904.48;False;Autoscout24.de;10.274740715974104;0.3435897043900769;5.583496308781699;8.498108226538768;4.673972602739726
3651;3651;Opel;Insignia;2021-11-01;23900.0;33575.0;Automatik;Benzin;7.8;180.0;200.0;0.71;13.806;2555.14;3331.34;True;Autoscout24.de;10.081675578048475;0.5364933705145685;5.198497031265826;8.11143003889725;3.16986301369863
3652;3652;Volkswagen;T-Cross;2020-12-01;18490.0;19350.0;Schaltgetriebe;Benzin;5.8;132.0;95.0;0.96;10.266;1899.98;2442.98;True;Autoscout24.de;9.825039406206988;0.6729444732424258;4.890349128221754;7.801383136951947;4.087671232876712
3653;3653;Mercedes-Benz;E 300;;;;Keine Information;Keine Information;5.649010124668656;;;;;;;True;Autoscout24.de;;;;;
3654;3654;Opel;Crossland;2020-06-01;15950.0;44631.0;Automatik;Benzin;6.7;152.0;131.0;0.36;11.859;2194.8;2813.13;True;Autoscout24.de;9.677276802172448;0.3074846997479606;5.030437921392435;7.94240843419077;4.589041095890411
3655;3655;Seat;Alhambra;2020-09-01;26700.0;88762.0;Automatik;Diesel;4.857277490251837;;150.0;0.3;;;;True;Autoscout24.de;10.192456296870509;0.262364264467491;;;4.336986301369863
3656;3656;Peugeot;2008;2023-11-01;16900.0;19360.0;Schaltgetriebe;Benzin;5.5;124.0;101.0;0.87;9.735;1801.7;2294.92;True;Autoscout24.de;9.735128070758227;0.6259384308664953;4.8283137373023015;7.738888913626844;1.16986301369863
3657;3657;Hyundai;KONA;2022-06-01;23990.0;31000.0;Automatik;Benzin;6.201902532927886;;199.0;0.77;;;;True;Autoscout24.de;10.085434039;0.5709795465857378;;;2.589041095890411
3658;3658;Hyundai;SANTA FE;2021-11-01;35490.0;69390.0;Automatik;Diesel;5.048768791763285;;193.0;0.51;;;;True;Autoscout24.de;10.477034422194832;0.412109650826833;;;3.16986301369863
3659;3659;BMW;X1;;;;Keine Information;Keine Information;5.713748413766546;;;;;;;True;Autoscout24.de;;;;;
3660;3660;Kia;ProCeed / pro_cee'd;2022-03-01;26990.0;44000.0;Automatik;Benzin;6.5;147.0;204.0;0.61;11.505;2129.28;2720.6;True;Autoscout24.de;10.203258756085228;0.4762341789963716;4.997212273764115;7.908975221641597;2.841095890410959
3661;3661;Mercedes-Benz;GLC 300;;;;Keine Information;Keine Information;5.658056101680151;;;;;;;True;Autoscout24.de;;;;;
3662;3662;Volkswagen;Golf;2020-12-01;16990.0;63900.0;Schaltgetriebe;Diesel;5.871726277226159;119.0;116.0;0.27;;;2202.39;True;Autoscout24.de;9.740439071085758;0.2390169004704999;4.787491742782046;7.697752362455074;4.087671232876712
3663;3663;Mercedes-Benz;E 300;;;;Keine Information;Keine Information;5.649010124668656;;;;;;;True;Autoscout24.de;;;;;
3664;3664;Opel;Crossland;2020-06-01;15950.0;44631.0;Automatik;Benzin;6.7;152.0;131.0;0.36;11.859;2194.8;2813.13;True;Autoscout24.de;9.677276802172448;0.3074846997479606;5.030437921392435;7.94240843419077;4.589041095890411
3665;3665;Seat;Alhambra;2020-09-01;26700.0;88762.0;Automatik;Diesel;4.857277490251837;;150.0;0.3;;;;True;Autoscout24.de;10.192456296870509;0.262364264467491;;;4.336986301369863
3666;3666;Peugeot;2008;2023-11-01;16900.0;19360.0;Schaltgetriebe;Benzin;5.5;124.0;101.0;0.87;9.735;1801.7;2294.92;True;Autoscout24.de;9.735128070758227;0.6259384308664953;4.8283137373023015;7.738888913626844;1.16986301369863
3667;3667;Hyundai;KONA;2022-06-01;23990.0;31000.0;Automatik;Benzin;6.201902532927886;;199.0;0.77;;;;True;Autoscout24.de;10.085434039;0.5709795465857378;;;2.589041095890411
3668;3668;Maserati;Levante;2020-04-01;36950.0;131250.0;Automatik;Benzin;8.3;220.0;349.0;0.28;14.691;2718.93;4071.64;True;Autoscout24.de;10.517347989609592;0.2468600779315258;5.3981627015177525;8.312046716803682;4.756164383561644
3669;3669;Hyundai;SANTA FE;2021-11-01;35490.0;69390.0;Automatik;Diesel;5.048768791763285;;193.0;0.51;;;;True;Autoscout24.de;10.477034422194832;0.412109650826833;;;3.16986301369863
3670;3670;BMW;X1;;;;Keine Information;Keine Information;5.713748413766546;;;;;;;True;Autoscout24.de;;;;;
3671;3671;Kia;ProCeed / pro_cee'd;2022-03-01;26990.0;44000.0;Automatik;Benzin;6.5;147.0;204.0;0.61;11.505;2129.28;2720.6;True;Autoscout24.de;10.203258756085228;0.4762341789963716;4.997212273764115;7.908975221641597;2.841095890410959
3672;3672;Mercedes-Benz;GLC 300;;;;Keine Information;Keine Information;5.658056101680151;;;;;;;True;Autoscout24.de;;;;;
3673;3673;Hyundai;i10;2021-02-01;10990.0;10505.0;Schaltgetriebe;Benzin;5.783743417034371;;67.0;1.05;;;;True;Autoscout24.de;9.3048320350689;0.7178397931503169;;;3.9178082191780823
3674;3674;Seat;Ateca;2021-03-01;18950.0;98300.0;Schaltgetriebe;Benzin;5.962376511597065;;150.0;0.19;;;;True;Autoscout24.de;9.84961197956681;0.173953307123438;;;3.841095890410959
3675;3675;Volkswagen;Tiguan Allspace;2021-03-01;27950.0;120000.0;Automatik;Diesel;5.3;140.0;200.0;0.23;8.745;1618.48;2591.04;True;Autoscout24.de;10.238208256118536;0.2070141693843261;4.948759890378168;7.860200489451857;3.841095890410959
3676;3676;Audi;A6;2020-11-01;34750.0;94039.0;Automatik;Benzin;7.8532200153960945;;367.0;0.37;;;;True;Autoscout24.de;10.455963627557306;0.3148107398400335;;;4.16986301369863
3677;3677;Opel;Grandland X;2022-03-01;19990.0;47000.0;Automatik;Benzin;6.6;149.0;131.0;0.43;11.682;2162.04;2757.61;True;Autoscout24.de;9.903037451255743;0.3576744442718159;5.010635294096256;7.922482208662037;2.841095890410959
3678;3678;Hyundai;TUCSON;;;;Keine Information;Keine Information;5.618478899260865;;;;;;;True;Autoscout24.de;;;;;
3679;3679;BMW;X1;;;;Keine Information;Keine Information;5.713748413766546;;;;;;;True;Autoscout24.de;;;;;
3680;3680;BMW;X3;2021-02-01;31890.0;52300.0;Automatik;Benzin;7.1;163.0;184.0;0.61;12.567;2325.83;3016.72;True;Autoscout24.de;10.37007911730487;0.4762341789963716;5.099866427824199;8.01225685835048;3.9178082191780823
3681;3681;Land Rover;Discovery Sport;2020-12-01;18850.0;137010.0;Automatik;Diesel;0.0;0.0;150.0;0.14;0.0;0.0;0.0;True;Autoscout24.de;9.844321241866911;0.131028262406404;0.0;0.0;4.087671232876712
3682;3682;Opel;Corsa;2023-06-01;16980.0;20644.0;Automatik;Benzin;5.4;121.0;131.0;0.82;9.558000000000002;1768.94;2239.4;True;Autoscout24.de;9.739850350946302;0.598836501088704;4.804021044733257;7.714409700335677;1.5890410958904109
3683;3683;Citroen;C1;2020-10-01;8790.0;13975.0;Schaltgetriebe;Benzin;5.2;117.0;72.0;0.63;9.204;1703.43;2165.37;True;Autoscout24.de;9.08148374985118;0.4885800148186709;4.770684624465665;7.680808234763876;4.254794520547946
3684;3684;Opel;Zafira Life;2020-12-01;35950.0;50600.0;Automatik;Diesel;5.345290681469228;;177.0;0.71;;;;True;Autoscout24.de;10.489912179174006;0.5364933705145685;;;4.087671232876712
3685;3685;BMW;X3;2022-04-01;35990.0;69500.0;Automatik;Diesel;5.07551422826912;;190.0;0.52;;;;True;Autoscout24.de;10.491024186183038;0.418710334858185;;;2.756164383561644
3686;3686;Mercedes-Benz;E 300;;;;Keine Information;Keine Information;5.649010124668656;;;;;;;True;Autoscout24.de;;;;;
3687;3687;Volkswagen;Polo;2020-08-01;14400.0;29155.0;Schaltgetriebe;Benzin;6.021505718019039;;80.0;0.49;;;;True;Autoscout24.de;9.575052927597383;0.3987761199573678;;;4.421917808219178
3688;3688;Audi;A5;2021-01-01;36690.0;87414.0;Automatik;Diesel;6.214182967538505;;286.0;0.42;;;;True;Autoscout24.de;10.510286772360844;0.3506568716131694;;;4.002739726027397
3689;3689;Ford;Kuga;;;;Keine Information;Keine Information;5.622549726290885;;;;;;;True;Autoscout24.de;;;;;
3690;3690;CUPRA;Formentor;2021-08-01;25490.0;76600.0;Automatik;Benzin;7.6;8.0;245.0;0.33;13.452;2489.62;148.06;True;Autoscout24.de;10.14608072767165;0.2851789422336624;2.19722457733622;5.004348909453547;3.421917808219178
3691;3691;Renault;Koleos;2020-08-01;24450.0;65000.0;Automatik;Diesel;5.8;152.0;190.0;0.38;9.57;1771.16;2813.13;True;Autoscout24.de;10.104426393862145;0.3220834991691133;5.030437921392435;7.94240843419077;4.421917808219178
3692;3692;BMW;550;2020-11-01;45999.0;106863.0;Automatik;Benzin;9.597875475341658;239.0;530.0;0.43;;;4423.28;True;Autoscout24.de;10.736396675471232;0.3576744442718159;5.480638923341991;8.394862832338612;4.16986301369863
3693;3693;Volvo;XC40;2021-12-01;29998.0;23964.0;Automatik;Benzin;7.2;164.0;197.0;1.25;12.744;2358.59;3035.22;True;Autoscout24.de;10.308919326755392;0.8109302162163288;5.10594547390058;8.018368599658265;3.0876712328767124
3694;3694;Opel;Astra;2021-04-01;14290.0;11158.0;Schaltgetriebe;Benzin;4.5;102.0;110.0;1.28;7.965;1474.12;1887.76;True;Autoscout24.de;9.567385247481797;0.8241754429663494;4.634728988229636;7.543675808079882;3.756164383561644
3695;3695;Opel;Grandland;2022-09-01;21990.0;39921.0;Automatik;Diesel;4.0;105.0;131.0;0.55;6.6;1221.49;1943.28;True;Autoscout24.de;9.998388557730848;0.4382549309311553;4.663439094112067;7.57264700757045;2.336986301369863
3696;3696;Lexus;UX 250h;;;;Keine Information;Keine Information;5.658731277475963;;;;;;;True;Autoscout24.de;;;;;
3697;3697;Audi;Q3;2020-07-01;33990.0;114500.0;Automatik;Diesel;4.9;129.0;150.0;0.3;8.085;1496.33;2387.46;True;Autoscout24.de;10.43385106267516;0.262364264467491;4.867534450455582;7.778404085777497;4.506849315068493
3698;3698;Ford;Puma;2022-09-01;15990.0;23750.0;Schaltgetriebe;Benzin;6.127468335032167;;125.0;0.67;;;;True;Autoscout24.de;9.679781342959442;0.5128236264286639;;;2.336986301369863
3699;3699;Volkswagen;Golf;2020-01-01;18990.0;54069.0;Automatik;Benzin;5.934641513253101;;150.0;0.35;;;;True;Autoscout24.de;9.851720461714246;0.3001045924503381;;;5.005479452054795
3700;3700;Mercedes-Benz;E 300;;;;Keine Information;Keine Information;5.649010124668656;;;;;;;True;Autoscout24.de;;;;;
3701;3701;Renault;Arkana;2021-09-01;19970.0;50450.0;Automatik;Benzin;5.9;133.0;140.0;0.4;10.443;1932.73;2461.49;True;Autoscout24.de;9.902036500268814;0.3364722366212129;4.897839799950911;7.808928312124292;3.336986301369863
3702;3702;BMW;120;2021-03-01;23440.0;67047.0;Automatik;Diesel;4.827696740316018;;190.0;0.35;;;;True;Autoscout24.de;10.062241904896988;0.3001045924503381;;;3.841095890410959
3703;3703;Audi;A5;2020-04-01;34880.0;34000.0;Automatik;Diesel;5.208626775856941;;163.0;1.03;;;;True;Autoscout24.de;10.459697547336718;0.708035793053696;;;4.756164383561644
3704;3704;Audi;A6;2020-04-01;26800.0;79030.0;Automatik;Diesel;4.9;129.0;204.0;0.34;8.085;1496.33;2387.46;True;Autoscout24.de;10.196194479235656;0.29266961396282;4.867534450455582;7.778404085777497;4.756164383561644
3705;3705;Mitsubishi;ASX;2020-06-01;19990.0;32600.0;Automatik;Benzin;6.070405537897871;;150.0;0.61;;;;True;Autoscout24.de;9.903037451255743;0.4762341789963716;;;4.589041095890411
3706;3706;BMW;330;2020-12-01;38950.0;40850.0;Automatik;Benzin;7.141458541884787;;258.0;0.95;;;;True;Autoscout24.de;10.570059724910276;0.6678293725756554;;;4.087671232876712
3707;3707;Opel;Astra;2022-05-01;16780.0;33369.0;Schaltgetriebe;Benzin;6.1744049644693035;;131.0;0.5;;;;True;Autoscout24.de;9.72800257300116;0.4054651081081644;;;2.673972602739726
3708;3708;Volkswagen;Tayron;;38164.0;0.0;Automatik;Diesel;5.277675122855646;141.0;150.0;inf;;;2609.55;True;Autoscout24.de;10.54967414423257;inf;4.955827057601261;7.867316206086068;
3709;3709;Peugeot;Rifter;2021-05-01;18160.0;33010.0;Schaltgetriebe;Benzin;6.110699295239192;;110.0;0.55;;;;True;Autoscout24.de;9.807031716718498;0.4382549309311553;;;3.673972602739726
3710;3710;Volkswagen;Polo;2021-10-01;17650.0;35953.0;Schaltgetriebe;Benzin;9.50733337359098;;952.0;0.49;;;;True;Autoscout24.de;9.77854771798028;0.3987761199573678;;;3.254794520547945
3711;3711;Hyundai;TUCSON;2021-02-01;27490.0;21953.0;Automatik;Benzin;6.0;137.0;179.0;1.25;10.62;1965.49;2535.52;True;Autoscout24.de;10.221613957361985;0.8109302162163288;4.927253685157205;7.8385483418564;3.9178082191780823
3712;3712;Hyundai;KONA;2023-05-01;22990.0;23870.0;Automatik;Benzin;6.220011610375718;;199.0;0.96;;;;True;Autoscout24.de;10.042858113983936;0.6729444732424258;;;1.673972602739726
3713;3713;Jeep;Renegade;;;;Keine Information;Keine Information;5.694488977846872;;;;;;;True;Autoscout24.de;;;;;
3714;3714;DFSK;Fengon 500;2023-11-01;15990.0;13990.0;Schaltgetriebe;Benzin;6.1058133150755705;;106.0;1.14;;;;True;Autoscout24.de;9.679781342959442;0.76080582903376;;;1.16986301369863
3715;3715;DFSK;Fengon 500;2023-11-01;15990.0;13990.0;Schaltgetriebe;Benzin;6.1058133150755705;;106.0;1.14;;;;True;Autoscout24.de;9.679781342959442;0.76080582903376;;;1.16986301369863
3716;3716;Kia;Stinger;2021-06-01;36485.0;53244.0;Automatik;Benzin;8.137197636198477;;366.0;0.69;;;;True;Autoscout24.de;10.504683904348164;0.5247285289349821;;;3.589041095890411
